,lambda,kappa,Ev Model,phylopars,picante,phylnn_fill_means,linear_eigenvecs,linear_umap,linear_autoencoded,xgb_eigenvecs,xgb_umap,xgb_autoencoded
0,0.55433720909059,0.967035422334448,BM1,0.6558265197958149,0.6013139986596807,0.6420543083500057,0.7733125219985325,0.7965373692023924,0.7989569057591888,0.6621406887518372,0.6860369322518373,0.6088962954740764
1,0.176749768666923,0.74811107525602,BM1,0.9763024856647583,1.041970477769659,1.0083401919606687,1.052106741746484,1.0846097162550195,0.9842674248370832,1.0103131360629467,0.9887885539429467,0.9717936934629465
2,0.700052816653624,0.236614946741611,BM1,0.18313297506073511,0.1975983362125498,0.35846128512252357,0.24701214529887894,0.3530767265290819,0.3657033001907744,0.15354479590779252,0.29191229898143867,0.16794051342999752
3,0.210994841298088,0.0168497941922396,BM1,0.5871793080717056,0.5871793080717073,0.688254142929147,0.8552281201367894,0.724144228057115,0.7935225409597927,0.5571935605624259,0.8465250936142305,0.566873661262426
4,0.824565710499883,0.662459884537384,OU1,0.5375296283398139,0.44823793837843146,0.6287547583896794,0.5206418219572913,0.6017304108305983,0.5435490428019485,0.5407935702933273,0.5652627847348093,0.5474962242933273
5,0.535721631720662,0.688591843936592,OU1,0.5225647572822983,0.7589765174135387,0.9851277623273498,0.7108373791503722,0.6466589988056911,0.8816890059858224,0.6315492703377149,0.570415769097715,0.7128668400929746
6,0.677082117181271,0.323788073379546,OU1,0.7208413191393588,0.8616882409410668,0.9468121338430595,0.7343456990412924,0.7174681609379265,0.6278952579561624,0.7427431474774903,0.7734963892114719,0.6537918288317072
7,0.48046381236054,0.888108477927744,OU1,1.1866938200497112,1.099688829799068,1.0376704522102072,1.0743444611325386,1.0662937616712227,1.201540985772014,1.2826819179468787,1.3477508428468787,1.1459028824468789
8,0.0926657665986568,0.94365886808373,OU1,1.0452902064078375,1.0010574856305463,1.0325691827867582,0.962067772430481,1.01818602426772,0.844340405754864,1.0034053462020673,1.0241826944020673,1.002600421502067
9,0.0679907922167331,0.360171144362539,OU1,0.7436844471660409,1.0214680565170902,0.661475983179222,0.6349133217714146,0.6551144981391513,0.672629985523364,0.6537041129249596,0.6451367133749596,0.5986272854749595
10,0.796985401539132,0.998171331360936,BM1,0.6810117614544049,0.6975655061304882,0.811523143709511,0.7422254474824287,0.7804254973968673,0.7645030308450445,0.7730534796634089,0.9043686781644789,0.793612781164479
11,0.755554791539907,0.190275890287012,BM1,0.4198653088610292,0.4166679648677138,0.7058879219543153,0.6712081465461184,0.5966334601293093,0.7025815577318028,0.46776807173820834,0.7054903124521534,0.5599199785506037
12,0.173568156315014,0.183854106348008,OU1,0.37181604947900604,0.4071934664511233,0.6737551774334694,0.6342654641170501,0.6134848708572448,0.6483899833502244,0.46630421106148,0.6556038281949255,0.44566486406148
13,0.71034808177501,0.921234366716817,BM1,0.6011063331395159,0.4568968540790405,0.6495022352628691,0.7569843676073347,0.696062920884407,0.5997050122660488,0.5401690578315803,0.808109078401553,0.5448960862315805
14,0.805943672545254,0.645515983691439,OU1,0.5276451201824841,0.5629479699765542,0.9842517543732701,0.5416525765071794,0.5124774253174127,0.5068128900730204,0.8154487748984766,0.6253899852319177,0.7233752416905731
15,0.809112167451531,0.419736265204847,OU1,0.6235713626968707,0.754061109063296,0.6350430767411706,0.5469645083335777,0.649048393539766,0.5279662855350848,0.6061607861201571,0.6148848589383223,0.7301864039192182
16,0.636475151171908,0.168055012123659,OU1,0.5973189853388126,0.8137132191524831,0.6805952081253103,0.7284661216988392,0.723952087306778,0.6646766418074068,0.6351391875620017,0.6726670336120016,0.6705408233120016
17,0.753315434558317,0.142198232235387,BM1,0.47539726694511986,0.46514251577497323,0.7570636756961026,0.41016487508204813,0.4406277625183802,0.4042880696580293,0.355141725202275,0.4916952627923532,0.581978119602275
