"accepted_species","traits"
"t26",1
"t30",0
"t41",0
"t43",0
"t45",0
"t46",0
"t47",0
"t51",0
"t53",1
"t55",0
"t56",0
"t59",0
"t61",0
"t63",0
"t72",0
"t74",0
"t75",0
"t76",0
"t79",0
"t80",0
"t82",0
"t84",0
"t85",0
"t86",0
"t88",0
"t90",0
"t91",0
"t93",0
"t95",0
"t97",0
"t98",0
"t99",0
"t100",0
"t101",0
"t104",0
"t105",0
"t107",0
"t109",0
"t110",0
"t112",0
"t114",0
"t115",0
"t116",0
"t117",0
"t118",0
"t119",0
"t120",0
"t121",0
"t123",0
"t125",0
"t126",0
"t127",0
"t128",0
"t129",0
"t130",0
"t132",0
"t133",0
"t134",0
"t135",0
"t136",0
"t137",0
"t138",0
"t139",0
"t140",0
"t141",0
"t142",0
"t143",0
"t144",0
"t145",0
"t147",0
"t148",0
"t149",0
"t150",0
"t152",0
"t153",0
"t154",0
"t155",0
"t156",0
"t158",0
"t159",0
"t160",0
"t161",0
"t162",0
"t163",0
"t164",0
"t165",0
"t166",0
"t167",0
"t168",0
"t169",0
"t170",0
"t171",0
"t172",0
"t173",0
"t174",0
"t175",0
"t176",0
"t177",0
"t178",0
"t179",0
